userName,content,score,reviewCreatedVersion,date
Shivam Kumar,good,5,8.8,2020-05-08
Siddharth Sidd,great,4,8.8,2020-05-12
deep jyoti,good,5,8.8,2020-06-09
Balaji Snm,good,5,8.8,2020-08-23
Bittu Pal,nice,5,8.8,2020-06-30
MANAS LOHAR,nice,5,8.8,2020-08-02
Rohit Kumar,nice,5,8.8,2020-07-06
Gokul K.r,good,4,8.8,2020-06-11
aur kuch jane,good,3,8.8,2020-06-25
Abhishek Verma,nice,3,8.8,2020-08-18
Rahul,good,4,8.8,2020-07-20
KOG Gamer,nice,4,8.8,2020-07-15
Katrina Kaif,beautiful,5,8.8,2020-05-05
Sandip Bardhan,nice,5,8.8,2020-05-11
gamer boy,nice,1,8.8,2020-05-05
Shivakant Gangal,good,5,8.8,2020-06-16
Harshith Christopher,good,4,8.8,2020-08-16
Shashidhar V,good,5,8.8,2020-07-06
Rohit Parashar,amazing,4,8.8,2020-07-09
Yasin shaikh,nice,5,8.8,2020-07-11
Rahul Kumar,good,1,8.8,2020-05-04
Muhammed Fais,good,5,8.8,2020-07-21
ANDROID advice,nice,5,8.8,2020-06-16
Saravanan Saran,nice,5,8.8,2020-07-03
Subrata Barman,nice,5,8.8,2020-05-23
sheikh md sazid,awesome,5,8.8,2020-07-09
Nurjaman Sk,nice,5,8.8,2020-05-27
Villan 9054,nice,2,8.8,2020-07-26
DJ Don,good,4,8.8,2020-05-02
Imdadul Ahmed,good,5,8.8,2020-08-17
template suraj,nice,5,8.8,2020-08-25
Devraj Gaming,nice,1,8.8,2020-05-06
Neha Yadav,best,5,8.8,2020-05-01
rahir rahir,good,5,8.8,2020-05-15
Abhishek Rajput,nice,5,8.8,2020-07-12
Indian Army,great,5,8.8,2020-05-24
Shiv Vishwakamra,nice,5,8.8,2020-08-03
OMPRAKASH KHARRA,nice,5,8.8,2020-06-28
Vimal Jat,nice,5,8.8,2020-08-06
Kiran Singh,best,5,8.8,2020-07-26
sadique ali,nice,4,8.8,2020-07-16
babu Maan,nice,5,8.8,2020-05-18
ajija bibi,good,4,8.8,2020-08-17
pop studio,good,4,8.8,2020-06-12
pramod shakya,nice,5,8.8,2020-06-16
Yuvan Shankar,good,5,8.8,2020-08-07
Manjeet Chahal0535,nice,5,8.8,2020-07-06
SHIVANGI 171,good,5,8.8,2020-06-11
Rajbir Khanchi,good,5,8.8,2020-05-14
lipun mishra,awesome,2,8.8,2020-08-07
Rajesh kumar,nice,5,8.8,2020-05-30
Md farhan,nice,5,8.8,2020-07-18
Vijay Kumar,nice,5,8.8,2020-07-07
Patel Manubhai,nice,5,8.8,2020-08-06
Asim Ansarudheen,nice,4,8.8,2020-06-15
Prø Time,good,5,8.8,2020-05-21
DILIP mukimpuriya,nice,5,8.8,2020-06-01
Bharat Koparde,good,4,8.8,2020-06-13
Khagapati Mahato,nice,5,8.8,2020-07-09
SK DJ REMIX & 3D SONG,nice,5,8.8,2020-05-11
keval sarvaiya,good,3,8.8,2020-07-13
Pooja Yadav,good,5,8.8,2020-05-04
game x pro,good,5,8.8,2020-06-29
Goli Rajashekar reddy,nice,5,8.8,2020-07-09
bablu bhaiya,good,5,8.8,2020-06-06
SUNILKUMAR BYLAPUDI,good,3,8.8,2020-06-20
YC web,outstanding,5,8.8,2020-07-21
Harsh Chaudhary,excellent,5,8.8,2020-08-20
Rohit Saxena,nice,4,8.8,2020-05-08
Partha Pal,nice,4,8.8,2020-07-10
Anita Gorule,nice,5,8.8,2020-07-11
sanjay arora,good,5,8.8,2020-07-17
Akash Agrawal,good,5,8.8,2020-07-02
Kundan sahu,nice,5,8.8,2020-06-07
sk kumar,fabulous,4,8.8,2020-05-31
Vasanth Kumar,nice,5,8.8,2020-07-02
Msp Shameer,good,5,8.8,2020-07-16
Gaurav Ji gaming,fantastic,5,8.8,2020-07-03
bad boy vijay,good,4,8.8,2020-07-30
LOVE WITH JAY,excellent,5,8.8,2020-05-19
Omprakash Kashi,nice,5,8.8,2020-06-18
YÂMRÂJ HÎNDÛ,good,5,8.8,2020-05-14
Sameer sami,good,5,8.8,2020-05-19
Gaidingrei Kamei,good,5,8.8,2020-07-26
Javed Javed,nice,3,8.8,2020-06-13
Ram Esh,good,5,8.8,2020-08-24
Sukamal Moulick,good,4,8.8,2020-05-01
Irfan Butt,good,5,8.8,2020-08-15
JAYANTA RAY,nice,5,8.8,2020-05-17
nazru shaikh,good,5,8.8,2020-07-08
Protim Das,good,5,8.8,2020-06-11
Vishal rav,nice,5,8.8,2020-06-07
sunil bhati,good,5,8.8,2020-05-25
Richu RISHI,good,5,8.8,2020-07-23
Prasenjit Das,good,5,8.8,2020-07-10
DP Official,useful,5,8.8,2020-06-08
Monster gaming Prasen,awesome,5,8.8,2020-07-16
Md razauddin,good,5,8.8,2020-07-21
shakti Yadav,nice,5,8.8,2020-05-23
Ravi Thappa,good,5,8.8,2020-06-06
Debajit Nath,nice,5,8.8,2020-06-02
rneeraj yadav,awesome,5,8.8,2020-07-10
Teju Raj,love this,5,8.8,2020-08-08
Mohit Mawani,good,5,8.8,2020-06-20
Whatsapp status,nice,5,8.8,2020-07-03
safwan 396,good,5,8.8,2020-07-16
Akash Choudhary,nice,5,8.8,2020-06-30
Sandip Sahane,nice,5,8.8,2020-06-13
Jay Bhana,cool,5,8.8,2020-07-19
Basnti Basnti,good,5,8.8,2020-08-01
Aamir Khan,nice,3,8.8,2020-08-11
Learning commerce,good,5,8.8,2020-08-08
Nagesh Nagesh,nice,5,8.8,2020-05-04
Sagar Deshwal,good,5,8.8,2020-06-29
Hasnen baloch Baloch,nice,5,8.8,2020-08-23
PUBG kilerPro,good,5,8.8,2020-05-19
Sanjay devanga,nice,5,8.8,2020-05-24
Rider Gamer,love,5,8.8,2020-07-14
Rameshnath raj rameshyogi,nice,5,8.8,2020-07-07
Kittu Sinha,awsome,5,8.8,2020-04-30
ÏÑDÍĀÑ GÄMËRS,nice,5,8.8,2020-08-11
Geeta Gupta,good,5,8.8,2020-07-17
Anil Yadav,nice,1,8.8,2020-07-12
Ajju9081 gaming,nice,5,8.8,2020-06-07
Grikjang Sangma,good,1,8.8,2020-07-01
Mohd Habibullah,good,4,8.8,2020-07-04
VDS GAMING,good,4,8.8,2020-05-24
Ks Piano zone,good,5,8.8,2020-05-11
Rajkumar Toppo,nice,5,8.8,2020-06-29
karan ghute,nice,5,8.8,2020-05-29
Muthu Ravi,nice,4,8.8,2020-08-08
KL GAMING yt,nice,5,8.8,2020-06-09
GAMERBOY Pubg lite,nice,5,8.8,2020-07-12
Vishal Kr,good,5,8.8,2020-07-13
suri gaming zone,nice,5,8.8,2020-07-09
pankaj kumar kashyap,great,5,8.8,2020-06-04
Gurleen Kaur Shergill,good,5,8.8,2020-06-19
SL fitness,nice,3,8.8,2020-05-29
Sahil Kumar,nice,5,8.8,2020-08-01
pintu behera,awesome,5,8.8,2020-07-31
COBRA PD GAMING,good,5,8.8,2020-07-21
Tech Smart,good,5,8.8,2020-06-09
reeta singh,good,4,8.8,2020-06-18
Gandhi mathi,nice,5,8.8,2020-08-07
Higo Fast,best,5,8.8,2020-06-13
Wahed Ali,nice,5,8.8,2020-05-21
Faisal Nakhuda,nice,5,8.8,2020-06-29
Atanu Nandi,amazing,5,8.8,2020-06-10
Fun Fire,nice,5,8.8,2020-07-17
gangster brother,big,5,8.8,2020-06-23
Pagal Munda 06,nice,5,8.8,2020-06-24
Akshay Gokhale,good,1,8.8,2020-08-24
Javaji Narsing rao,good,5,8.8,2020-08-10
Saloni Shrma,nice,1,8.8,2020-08-15
free fire gaming,good,5,8.8,2020-05-31
Aniket Pimpalkar,nice,5,8.8,2020-06-26
Sunny Chauhan,nice,5,8.8,2020-05-05
Virender Singh,nice,1,8.8,2020-05-15
Thakur vikrant singh 143,great,5,8.8,2020-08-01
VBS BROTHERS,sweet,5,8.8,2020-06-10
Rohit Pradhan,nice,5,8.8,2020-08-12
Lokesh Sharma,good,5,8.8,2020-08-20
Soumitra Chattopadhyay,good,5,8.8,2020-07-01
Stavan Khisty,great,5,8.8,2020-05-18
MANOJ kumar MEENA,good,5,8.8,2020-07-21
Satheesh Babu,good,5,8.8,2020-08-18
Lalit Verma,nice,5,8.8,2020-05-12
Somesh Sharma,good,5,8.8,2020-08-03
Arpita Naskar,good,4,8.8,2020-08-01
raj kumar,good,1,8.8,2020-06-30
wajid ali wajid Ali,good,5,8.8,2020-05-03
Shivam Saxena,good,5,8.8,2020-07-07
Mahender Choudhary,nice,5,8.8,2020-06-24
Azim Creative Design,nice,5,8.8,2020-06-07
Ravish Kumar,excellent,5,8.8,2020-04-30
Tejashree Farne,excellent,5,8.8,2020-06-25
Azad Kumar,nice,5,8.8,2020-05-29
Ranjit Singh Ranjit Singh,nice,5,8.8,2020-05-09
asif m h,awesome,5,8.8,2020-06-06
Althaf Pp,good,5,8.8,2020-07-15
Anju Chakrawarti,nice,5,8.8,2020-07-05
Sarathi msss Sarathi mass,nice,5,8.8,2020-07-28
Vivek kumar,useful,4,8.8,2020-06-26
BHAIJAAN GAMING,nice,5,8.8,2020-07-03
Rameswar Barik,good,5,8.8,2020-06-25
Arul Ahksh,good,5,8.8,2020-05-29
Rocky Shooter,good,5,8.8,2020-06-24
BABU SOBIYA,nice,5,8.8,2020-06-01
santu mondal,superb,5,8.8,2020-05-23
GAMING WITH VINAY,nice,3,8.8,2020-08-24
SEKAR S,cool,3,8.8,2020-08-15
Pandu M,good,5,8.8,2020-06-22
janak dhruw,good,5,8.8,2020-07-19
Students helper,good,5,8.8,2020-06-30
Amit Kumar,wonder,5,8.8,2020-07-25
LOVERS OF PUBG,good,5,8.8,2020-07-21
Amranath Chauhan,nice,5,8.8,2020-07-18
Heera Singh Thakur,best,5,8.8,2020-08-08
LoverBoy Gaming,nice,5,8.8,2020-05-24
Ramkumar Sigamani,good,4,8.8,2020-08-10
Gaming With AGENT,nice,5,8.8,2020-08-09
Bhalchandra Sawale,nice,5,8.8,2020-05-20
Karthik Madhu,nice,5,8.8,2020-05-22
Debasish Mohanty,good,5,8.8,2020-08-07
gopendra shrivastava,good,5,8.8,2020-06-07
MY LOVE,good,5,8.8,2020-05-10
Md Subhan Raza,nice,5,8.8,2020-07-01
krishnasinghbondili,good,4,8.8,2020-05-02
Dainmark Dhawan,wonderful,5,8.8,2020-07-06
Haresh is Live,nice,5,8.8,2020-06-21
Venkatesh S,good,4,8.8,2020-05-11
Banned Rajput,good,5,8.8,2020-05-18
H2S singh,good,4,8.8,2020-07-04
Lucky Jha,absolutely,5,8.8,2020-08-20
rajendra sharma,good,1,8.8,2020-08-09
Navaneeth S,good,5,8.8,2020-08-17
Sik Kandar,better,4,8.8,2020-08-12
Ravi Mashi,nice,1,8.8,2020-08-11
pradeep Yadav,nice,5,8.8,2020-06-23
prodip borah,good,4,8.8,2020-07-12
Shefin Ozhukur.,excellent,5,8.8,2020-08-16
remesh vaidehi,amazing,5,8.8,2020-06-22
• RítWìk •,nice,4,8.8,2020-05-29
Mtank Shrivastav,nice,4,8.8,2020-06-15
Abdulkareem Abdulkareem,nice,5,8.8,2020-06-16
Jaynti bhai Babu bhai,nice,5,8.8,2020-07-19
Rana Khtro,nice,5,8.8,2020-07-27
Dhiraj Suryawanshi,good,5,8.8,2020-06-15
Kailash Wati,good,5,8.8,2020-08-01
TOTAL GAMING 94,nice,4,8.8,2020-07-15
DEVIL GAMING,awesome,5,8.8,2020-05-02
Narayan kharol,good,5,8.8,2020-08-22
Ajay kumar,nice,4,8.8,2020-07-27
saif Ali,good,5,8.8,2020-06-27
chinna reddy,nice,5,8.8,2020-05-11
#PUBG LOVER,nice,5,8.8,2020-06-24
VENOM Gaming,best,5,8.8,2020-06-28
Narhari Kendre,nice,5,8.8,2020-06-25
Arun Kumar,nice,5,8.8,2020-08-11
Shailesh Singh,good,3,8.8,2020-06-26
Sibin Tharakan,amzing,5,8.8,2020-07-20
Hollywood and Bollywood Movie in hindi HD,good,2,8.8,2020-05-21
CHARAN,nice,5,8.8,2020-07-14
syam syam,good,5,8.8,2020-07-19
Aman Rathour,nice,5,8.8,2020-08-23
Trending yup,nice,5,8.8,2020-06-09
Istiak Icici,awesome,5,8.8,2020-05-14
Sandip Ghorui,good,5,8.8,2020-07-21
Umesh Suryawanshi,nice,5,8.8,2020-08-12
Sivaprasad prasad,good,4,8.8,2020-05-08
『Mr』Wickヅ GAMING,good,4,8.8,2020-05-11
Kalyan Sisodiya,nice,5,8.8,2020-06-03
Niranjankp 1438,good,5,8.8,2020-08-24
z e z Gaming,great,5,8.8,2020-07-12
gt gaming gt gaming,cool,5,8.8,2020-07-21
Shadow Technology And Tips,nice,5,8.8,2020-08-02
Deepak Studio,good,5,8.8,2020-07-19
Vaghela Vanrajsinh,good,1,8.8,2020-05-20
Ravina Chauhan,good,5,8.8,2020-05-13
Saba Hasi,nice,5,8.8,2020-07-31
Millionaire Dreamers,beautiful,5,8.8,2020-05-29
Abhay Yadav,good,5,8.8,2020-05-30
Gourav Talekar,good,5,8.8,2020-07-29
MOUNIKARANI ANKAM,good,5,8.8,2020-07-23
Subhash Gautam,nice,3,8.8,2020-07-17
Dhileepan 08,nice,5,8.8,2020-05-19
Smile M,good,5,8.8,2020-07-20
Sachin Kumar,good,5,8.8,2020-07-06
KARTHAN SHIVANAND,good,4,8.8,2020-07-05
Raj Mahawar,best,5,8.8,2020-07-06
Manish dangwal,excellent,5,8.8,2020-05-30
IP 《BINDASS,good,5,8.8,2020-05-13
Raju chaudhri,nice,5,8.8,2020-06-20
PG Entertainment,usefull,5,8.8,2020-07-17
Raj Rohit,nice,4,8.8,2020-05-03
Samir Sarkar,good,4,8.8,2020-07-15
丂卂ㄒ卄丨丂卄Sathish,nice,5,8.8,2020-06-18
Aibin Tom,good,4,8.8,2020-08-14
Prashant Gavit,good,5,8.8,2020-07-12
Sunil Pradhan,nice,5,8.8,2020-07-19
Kaustubh Sakharkar,nice,4,8.8,2020-07-08
ravinder redhu,nice,5,8.8,2020-08-15
Juber Ali,nice,5,8.8,2020-08-27
Jithu Francis,great,5,8.8,2020-06-07
Ramdatt Patel,nice,5,8.8,2020-07-15
Koustubh Joshi,good,4,8.8,2020-05-29
A.Sathish Kumar,good,5,8.8,2020-08-02
saidivya Koramoni,excellent,5,8.8,2020-06-16
Dinesh Dinesh,good,5,8.8,2020-05-17
Krishna Kol,nice,3,8.8,2020-07-09
guddu sharma,nice,5,8.8,2020-07-26
Jaskiran kaur,good,4,8.8,2020-05-01
Selvan.G 38,good,5,8.8,2020-08-16
Prem_p Choudhary,nice,5,8.8,2020-04-30
harshliker music,great,5,8.8,2020-08-17
Punit Kumar,nice,5,8.8,2020-05-06
MO Handi sala,nice,5,8.8,2020-06-19
Ajmal Hoque,nice,5,8.8,2020-06-05
kumari k,nice,4,8.8,2020-08-05
arup gharami,good,5,8.8,2020-05-05
Debashish Das,good,5,8.8,2020-05-18
DJ Kamal Music,nice,5,8.8,2020-07-16
Bharat Bhushan,excellent,5,8.8,2020-07-02
Usha Usha,nice,4,8.8,2020-07-10
Bablu Shani,nice,5,8.8,2020-06-06
Gopi Kumar,good,3,8.8,2020-06-04
Dishant Kachhadiya,good,5,8.8,2020-08-07
Bobby Kumar,superb,4,8.8,2020-06-25
Rajender Sharma,nice,5,8.8,2020-07-02
Akash Clinton,good,5,8.8,2020-05-15
Sahil Chaudhary,good,5,8.8,2020-06-29
kv earning TV,best,4,8.8,2020-05-21
Awaaz India ka,love,5,8.8,2020-05-29
Afjal Hussain,best,5,8.8,2020-08-06
mon roy,good,5,8.8,2020-06-28
Dhayanandh king,superb,5,8.8,2020-08-08
Rohit pasi,nice,3,8.8,2020-05-17
life is you not life is other person,good,5,8.8,2020-05-17
Nagamani Karnalli,excellent,5,8.8,2020-05-29
Hari Singh,nice,5,8.8,2020-06-02
Sushil Bharti roll no 23 std 8 div c,nice,5,8.8,2020-08-17
Vikas Singh,cool,5,8.8,2020-05-05
Sunil Bahadur,nice,5,8.8,2020-05-27
AKSHAT JAIN,nice,5,8.8,2020-07-12
Zoya Royal,good,5,8.8,2020-07-16
Ayush Shukla,nice,5,8.8,2020-07-17
Gaming & Tech Ansaf,good,5,8.8,2020-08-06
Sayan Debnath,nice,5,8.8,2020-06-28
Sudesh Kumar,nice,5,8.8,2020-08-06
SK gamer,good,5,8.8,2020-08-14
Manish Babu,good,4,8.8,2020-05-01
Ahmad malpara,good,2,8.8,2020-05-29
Edwin Edwin,good,5,8.8,2020-06-13
m h,fantastic,5,8.8,2020-07-21
Rohan Chaudhary,good,5,8.8,2020-07-09
Sultan Ahmed,nice,5,8.8,2020-06-28
Raj Jat,good,5,8.8,2020-08-20
morattu tamizhan,good,5,8.8,2020-07-12
Anvar Deen,good,4,8.8,2020-05-14
MUKESH Gaming,nice,1,8.8,2020-05-30
Better digger,good,5,8.8,2020-06-21
Shures Ram,good,5,8.8,2020-06-01
Shriram Patil,good,5,8.8,2020-05-20
Jyoti Vipan,great,5,8.8,2020-07-02
Iyarul Sekh,good,5,8.8,2020-06-01
Mahesh Kumar you turn,◦•●◉✿majesh ✿◉●•◦,5,8.8,2020-08-04
thik hai,nice,5,8.8,2020-07-18
Azar Azar,good,5,8.8,2020-07-31
Anil Chaudhry Anil Chaudhry,good,5,8.8,2020-08-10
shafa afreen,nice,5,8.8,2020-08-20
Rounak Shaw,good,5,8.8,2020-06-09
Nabnit Singh,nice,5,8.8,2020-06-20
English day,best,1,8.8,2020-07-28
Řåj Çhõühåñ,good,5,8.8,2020-05-05
Dharmesh Gohil,good,5,8.8,2020-05-10
b2boy brothers mishra,nice,3,8.8,2020-06-18
Monisankar Manna,good,5,8.8,2020-05-26
PRINCE SHIVA MOHANTA,good,4,8.8,2020-06-29
Rohit D creation,good,5,8.8,2020-05-23
Korra Srikanth,nice,5,8.8,2020-06-28
Yarun Prakash Soni,excellent,5,8.8,2020-07-23
Md Samser,nice,5,8.8,2020-07-04
meena kumari,nice,5,8.8,2020-07-10
Sheeba James,good,5,8.8,2020-06-10
MJA Music,nice,4,8.8,2020-05-28
Ram Tech point Nexmoney,nice,5,8.8,2020-06-27
Sanjay Kumar,excellent,4,8.8,2020-07-11
Ashish Kumar Patel,good,5,8.8,2020-05-30
Udayanath Jena,nice,5,8.8,2020-07-18
NEERAJ KUMAR,good,5,8.8,2020-07-05
Vampire Gaming YT,nice,5,8.8,2020-06-24
GAMING WITH RESHAB,good,5,8.8,2020-05-08
অজানা তথ্য,nice,5,8.8,2020-07-01
आवाज आपकी,good,5,8.8,2020-06-06
Technical Tricks,nice,5,8.8,2020-07-17
SOMA DEBNATH,good,5,8.8,2020-05-12
Amaan Qureshi,good,5,8.8,2020-05-24
Simran Walia,excellent,5,8.8,2020-06-29
k10 games 1 store,good,5,8.8,2020-07-18
Vanarasi Ramarao,nice,5,8.8,2020-05-26
Tanmoy Saha,good,5,8.8,2020-06-23
jaykar patil,good,5,8.8,2020-05-26
Ãrvîñd Kûmãr,nice,4,8.8,2020-07-08
VAIDEESH S,superb,5,8.8,2020-07-23
ajay Babu,good,5,8.8,2020-06-06
Subramanyam N,nice,1,8.8,2020-05-06
MISSION HAPPINESS,amazing,5,8.8,2020-08-27
Adarsh Prasad,superb,5,8.8,2020-06-22
Mr Rajput,useful,5,8.8,2020-05-17
Balram singh kalam,good,4,8.8,2020-05-14
GOLAL MALI,good,5,8.8,2020-05-07
mamun mondal,nice,5,8.8,2020-07-29
Kishlay Singh,good,5,8.8,2020-06-06
Debraj Rock,nice,5,8.8,2020-07-27
LOL GAMER,nice,5,8.8,2020-07-21
I am thor Satish singh,nice,1,8.8,2020-07-09
Sumit Singh,nice,4,8.8,2020-05-02
Akhil Vineeth,nice,5,8.8,2020-05-31
sajna ismail,good,1,8.8,2020-05-02
Vishal Singh,good,5,8.8,2020-06-24
Roman Reigns,good,5,8.8,2020-05-22
FORCE Mania,good,1,8.8,2020-06-14
VINOD MUGALPURIYA MLT,good,5,8.8,2020-05-04
Rok Agrawal,nice,5,8.8,2020-06-10
1 to z gaming,lovly,5,8.8,2020-06-14
Santhosh Kumar,nice,5,8.8,2020-06-26
Dinesh Kumar G,good,5,8.8,2020-07-14
Harshitha g Gowda,amazing,5,8.8,2020-05-23
RAJ_ GAMING,love,5,8.8,2020-08-25
Prasath Swamy S,good,5,8.8,2020-05-21
Kirishna Kumar,nice,5,8.8,2020-06-28
Raj Soni,nice,5,8.8,2020-05-24
Adarsh Antony,good,5,8.8,2020-07-26
GURWINDER GAMING,nice,5,8.8,2020-07-30
Rubel Rana,good,5,8.8,2020-05-18
ARABINDA DIGAL,good,3,8.8,2020-05-26
Indhira ganthi,good,5,8.8,2020-06-06
Ram Suri,good,4,8.8,2020-05-08
TECH BAZ,good,5,8.8,2020-07-26
shivam kakodiya,good,5,8.8,2020-05-30
Super Spide,trustful,5,8.8,2020-07-15
Ganesh Shanmugaiah,awesome,5,8.8,2020-08-06
Saurabh Kumar,awesome,5,8.8,2020-06-15
Akbar akr,good,5,8.8,2020-05-12
Learning to basic computer Course,good,5,8.8,2020-10-09
imran imran,nice,5,8.8,2020-07-15
Tukaram Thatikonda,nice...,5,8.8,2020-07-25
Sandeep Saini,good...,5,8.8,2020-07-31
VIVEK RAJPUT,nice...,5,8.8,2020-05-10
s kangayan,good good,5,8.8,2020-05-01
Rahul Raveendran,nice nice,5,8.8,2020-07-28
Harsh Tewari,♥️,5,8.8,2020-05-03
dinesh kumar t,🙏🙏🏼🙏🙏🏼👌,5,8.8,2020-07-19
BEAUTIFUL KASHMIR,nice.....,3,8.8,2020-07-11
Aromal Acharyar [Dj aro],🔥🔥🔥🔥🔥😘😍😍😍😍😘😘😘,5,8.8,2020-07-27
Gaming Rohit,😆😆😆😄😄😄😱😱😱,4,8.8,2020-05-16
Rock Tamil,☁😘😘☁😘😘☁ 😘😘😘😘😘😘😘 😘😘😘😘😘😘😘 ☁😘😘😘😘😘☁ ☁☁😘😘😘☁☁ ☁☁☁😘☁☁☁ i love it,5,8.8,2020-07-11
DEEPAK KUMAR PASWAN,good.......... . . ....... . . . . ...........................................,5,8.8,2020-05-07
PRAMOD BIRAGANTHIA,false hai.aj ek ko reffered kiya par wallet pe balance nh aaya.maine khud hi mere friend ke mobile pe reffered kiya and mera refferal code uske mobile pe login ke time dala.uske mobile pe maine khud hi install kar k sign in kiya aur game ke rule ke anusaar use kiya ek apps download kiya uske baad bol diya usko dailly checkin and reffered ke baare me.wo samajh gaya.first time uske mobile pe sign in kiya par mujhe mera refferal ka paisa nahi mila.paisa nahi aya .ye frizza apps false hai.dhoka diya,5,8.7,2020-04-21
DHIRAJ KUMAR,don't install इसमें 30 रु होने पर ही paytm में भेज सकते है। 28 रू हो जाते है। लेकिन 2 रु होने में बहुत टाइम लेता है। fake app totally fake.,1,8.7,2020-03-29
sanoj sharma,bhai otp bhej rhe ho to receive bhi krva do .. ya kahi postal se verification aa rahi hai?? useless app.,1,8.7,2020-04-02
Harisingh Rathore,ak dam bekar app hai apka pesa transfer nahi hoga faltu me time vest mat karna is app ko download kar ke,5,8.7,2020-04-13
OP GAMING,pc2f1w0m ye refral code invalid dikha raha hain very bad,1,8.7,2020-04-04
Ravi Jangra,referal code invalid bta rha h jo bi dal l,1,8.7,2020-04-10
Sakshi Sharma,bilkul bekar app hai..maine isse kahatabook app download kiya tha.. usme aa raha tha ki 27 rupees after 12 days m milenge...lekin nhi mile jabki maine daily hi kahatabook app use kiya,1,8.7,2020-04-14
Sahil Khan,frizza referral code : pcywj0bn आओ घर बेठे कमाते कुछ ईस लाॅकडान में '' प्लेस्टोर '' से डाउनलोड करो फ्रीज़्जा ऐप अपने मोबाईल नम्बर से रेजिस्टर करो और referral code मांगने पर pcywj0bn डालकर साईनअप करलो और 20 रूपए ले लो ईस ऐप से ढेर सारे रीवाड मीलेगें,3,8.7,2020-04-12
Nehal Farhan,app install karne k baad pending me rahata hai paisa nhi milta koi koi app me milta hai 1 se kam star nhi de sakte watna minus me deta,1,8.7,2020-04-20
Sonali Bawra,wrost appp😡 notification m khete h abhi download kro 200rupees apne paytm account m pae k h nhi mila bs 3 rupees diye woh bhi nikle nhi bekar h😡😡😡,1,8.7,2020-03-28
All rounder,paisa nhi mila maine 2 refer kiya aur unho ne mera code bhi enter kiya na mujhe paisa aya na hi unlogon ko☹️☹️,1,8.7,2020-03-31
Muskan Bodani,this app is awesome bhaiyo our bheno mera paytm ka kyc bhi nahi hai fir bhi mujhe paise mile hai aap bhi kamao dheer sare paise,5,8.7,2020-04-01
Evil Duniya,यह ऐप्लिकेशन मुझे एक विडियो पर 0•1 पैसे दे रहा है। इसका मतलब मुझे 100 विडियो देखना पडेगा 1रूपये कमाने के लिए।😢😢😩😩😩😭😭मुझे नही रखना ये ऐप्लिकेशन। नमस्कार🙏🙏,1,8.7,2020-04-10
A2Z Creation,maha bakwaas app hai... starting mai apps download krwake paise apke account mai add kr deta hai fir 27-28₹ hote hi app downloading ke paise add krna band kr deta hai... kyoki minimum redeem 30₹ ka hai aaj kareeb 15 din se maine frizza mai 15-20 apps download kr diye lekin koi paisa nhi.....,1,8.7,2020-04-24
KIRORIWAL SAAB,ek baar pese aate h baad me task pora hone par bhi pese nai aate not download,1,8.7,2020-03-29
op games,yah app kaun banaya re madrachod kamini karta hai bahan ke loade,1,8.7,2020-03-31
Aπkit Ajnari,i'm regular user frizza but abhi kuch time se offer ni a rhe hai... koi bhi???,4,8.7,2020-04-30
Ravi Tiwari,bhai ap daunlod karni pi paisha nhi mil rha hai,5,8.7,2020-03-31
Aayan Shukla,paytm kaam karta you 1 din mein bhej deinge paisa,5,8.7,2020-04-12
Pranjay Arora,rate 1 aisi ki taisi corona ki vwap jindabad,1,8.7,2020-04-11
Mg intertenment,share karne par paisa nàhi diya vosari,1,8.7,2020-04-30
SMG shine,yar isme reffrel code kya dalna hai,2,8.7,2020-03-28
Pappu Kumar,খুব ভালে এই এপটা রোজগারের জন্য,5,8.7,2020-04-09
LR LuckyRaj,bahot sandar aap h earning ho rahi he es aap se very good aap,5,8.7,2020-04-26
Kabir Bauri,ek dam op bhai,5,8.7,2020-04-22
Krishna Tawar Krishna Tawar,bahut achchi app he,5,8.7,2020-04-30
Arsh Dandiwal,bhut he bekar app a,1,8.7,2020-04-24
MARNDI EXPRESS PRODUCTION,achhaa kam karti hai,1,8.7,2020-04-15
Sanjay Kumar,pco8qosv meri reffarel code,4,8.7,2020-04-25
kartik choudhary,bhut acha app ha,4,8.7,2020-04-07
Asraful Mollick,eta puro baje aap....khankir 6eler app,1,8.7,2020-04-01
Chaman Rajput,paise to kam deti hai magar achchhi hai app mahine ka recharge to karwadegi 😀😀😀😀😀😀👍👍👍👍👍,5,8.7,2020-04-08
pahadi number 1 cooking channel,bhot achi hai,5,8.7,2020-04-04
Pandu Pandu,puku laga vundi,2,8.7,2020-03-31
Gajendra Dubey,achha app h,5,8.7,2020-05-01
Bashar Khan,achcha app hai,5,8.7,2020-04-04
परमार्थी साखी,#bhot hard,5,8.7,2020-04-10
Veena Dongre,it's faje,1,8.7,2020-04-15
viññu mp3,ko. app,5,8.7,2020-04-05
TODAY FOOTBALL TODAY FOOTBALL,poor application 😑😣😣😣,1,8.7,2020-04-23
Sravani Shiva,nyc app,5,8.7,2020-04-10
indian bulletin,bdhya h,5,8.7,2020-04-14
Little Danish LD,super app,5,8.7,2020-05-03
mahlima ralte,i like it,5,8.7,2020-03-31
All Gaming Club,osm app,5,8.7,2020-04-07
Ravi Verma,nov nic,5,8.7,2020-04-02
ANKIT GAMING,super app,5,8.7,2020-03-31
தமிழ்,super app,5,8.7,2020-04-29
Ranjan Yadav,yadav abhishek,5,8.7,2020-04-11
Champgamer*s Randhàwa,hh boss,5,8.7,2020-04-23
